method,sample_id,split,dataset,budget,dense_correct,dense_reliant,eligible_interventions,answer_fidelity,intervention_pass,intervention_answer_fidelity,legacy_flip_safe,reference_safe,combined_gold_safe,safety_pattern_64_128_256_432,minimum_observed_safe_budget,monotonic
fastv,mmstar_000405,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000405,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000407,prospective,mmstar,64,False,True,irrelevant,True,False,False,False,False,,0111,128,True
fastv,mmstar_000407,prospective,mmstar,128,False,True,irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_000407,prospective,mmstar,256,False,True,irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_000407,prospective,mmstar,432,False,True,irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_000413,prospective,mmstar,64,False,True,gray|blur|irrelevant,True,True,False,True,False,,0011,256,True
fastv,mmstar_000413,prospective,mmstar,128,False,True,gray|blur|irrelevant,True,True,False,True,False,,0011,256,True
fastv,mmstar_000413,prospective,mmstar,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,mmstar_000413,prospective,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,mmstar_000423,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000423,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000423,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000423,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000427,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000427,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000427,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000427,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000428,prospective,mmstar,64,False,False,,False,True,True,False,False,,0001,432,True
fastv,mmstar_000428,prospective,mmstar,128,False,False,,False,True,True,False,False,,0001,432,True
fastv,mmstar_000428,prospective,mmstar,256,False,False,,False,True,True,False,False,,0001,432,True
fastv,mmstar_000428,prospective,mmstar,432,False,False,,True,True,True,True,True,,0001,432,True
fastv,mmstar_000431,prospective,mmstar,64,False,True,blur|irrelevant,True,False,False,False,False,,0111,128,True
fastv,mmstar_000431,prospective,mmstar,128,False,True,blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_000431,prospective,mmstar,256,False,True,blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_000431,prospective,mmstar,432,False,True,blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_000433,prospective,mmstar,64,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_000433,prospective,mmstar,128,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_000433,prospective,mmstar,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_000433,prospective,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_000438,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000438,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000438,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000438,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000440,prospective,mmstar,64,True,True,irrelevant,True,False,False,False,False,False,0010,256,False
fastv,mmstar_000440,prospective,mmstar,128,True,True,irrelevant,False,True,False,False,False,False,0010,256,False
fastv,mmstar_000440,prospective,mmstar,256,True,True,irrelevant,True,True,True,True,True,True,0010,256,False
fastv,mmstar_000440,prospective,mmstar,432,True,True,irrelevant,True,False,False,False,False,False,0010,256,False
fastv,mmstar_000444,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000444,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000444,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000444,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000447,prospective,mmstar,64,True,True,irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000447,prospective,mmstar,128,True,True,irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000447,prospective,mmstar,256,True,True,irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000447,prospective,mmstar,432,True,True,irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000453,prospective,mmstar,64,False,True,gray,False,True,False,False,False,,0111,128,True
fastv,mmstar_000453,prospective,mmstar,128,False,True,gray,True,True,True,True,True,,0111,128,True
fastv,mmstar_000453,prospective,mmstar,256,False,True,gray,True,True,True,True,True,,0111,128,True
fastv,mmstar_000453,prospective,mmstar,432,False,True,gray,True,True,True,True,True,,0111,128,True
fastv,mmstar_000464,prospective,mmstar,64,False,True,blur,False,True,False,False,False,,0001,432,True
fastv,mmstar_000464,prospective,mmstar,128,False,True,blur,True,True,False,True,False,,0001,432,True
fastv,mmstar_000464,prospective,mmstar,256,False,True,blur,True,True,False,True,False,,0001,432,True
fastv,mmstar_000464,prospective,mmstar,432,False,True,blur,True,True,True,True,True,,0001,432,True
fastv,mmstar_000466,prospective,mmstar,64,False,True,gray|blur,True,True,True,True,True,,1111,64,True
fastv,mmstar_000466,prospective,mmstar,128,False,True,gray|blur,True,True,True,True,True,,1111,64,True
fastv,mmstar_000466,prospective,mmstar,256,False,True,gray|blur,True,True,True,True,True,,1111,64,True
fastv,mmstar_000466,prospective,mmstar,432,False,True,gray|blur,True,True,True,True,True,,1111,64,True
fastv,mmstar_000470,prospective,mmstar,64,False,True,gray|blur|irrelevant,False,False,True,False,False,,0001,432,True
fastv,mmstar_000470,prospective,mmstar,128,False,True,gray|blur|irrelevant,False,False,True,False,False,,0001,432,True
fastv,mmstar_000470,prospective,mmstar,256,False,True,gray|blur|irrelevant,False,False,True,False,False,,0001,432,True
fastv,mmstar_000470,prospective,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0001,432,True
fastv,mmstar_000473,prospective,mmstar,64,False,True,blur,True,False,False,False,False,,0000,full,True
fastv,mmstar_000473,prospective,mmstar,128,False,True,blur,True,False,False,False,False,,0000,full,True
fastv,mmstar_000473,prospective,mmstar,256,False,True,blur,True,False,False,False,False,,0000,full,True
fastv,mmstar_000473,prospective,mmstar,432,False,True,blur,True,False,False,False,False,,0000,full,True
fastv,mmstar_000479,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000479,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000479,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000479,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000481,prospective,mmstar,64,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1110,64,False
fastv,mmstar_000481,prospective,mmstar,128,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1110,64,False
fastv,mmstar_000481,prospective,mmstar,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1110,64,False
fastv,mmstar_000481,prospective,mmstar,432,True,True,gray|blur|irrelevant,False,False,True,False,False,False,1110,64,False
fastv,mmstar_000485,prospective,mmstar,64,False,True,gray|blur|irrelevant,False,False,False,False,False,,0011,256,True
fastv,mmstar_000485,prospective,mmstar,128,False,True,gray|blur|irrelevant,False,False,False,False,False,,0011,256,True
fastv,mmstar_000485,prospective,mmstar,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,mmstar_000485,prospective,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,mmstar_000491,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000491,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000491,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000491,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000494,prospective,mmstar,64,False,True,gray|irrelevant,True,False,False,False,False,,0111,128,True
fastv,mmstar_000494,prospective,mmstar,128,False,True,gray|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_000494,prospective,mmstar,256,False,True,gray|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_000494,prospective,mmstar,432,False,True,gray|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_000495,prospective,mmstar,64,False,False,,True,True,True,True,True,,1001,64,False
fastv,mmstar_000495,prospective,mmstar,128,False,False,,False,True,True,False,False,,1001,64,False
fastv,mmstar_000495,prospective,mmstar,256,False,False,,False,True,True,False,False,,1001,64,False
fastv,mmstar_000495,prospective,mmstar,432,False,False,,True,True,True,True,True,,1001,64,False
fastv,mmstar_000500,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000500,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000500,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000500,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000501,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000501,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000501,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000501,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000508,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000508,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000508,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000508,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000509,prospective,mmstar,64,False,True,gray|blur,True,False,False,False,False,,0001,432,True
fastv,mmstar_000509,prospective,mmstar,128,False,True,gray|blur,True,False,False,False,False,,0001,432,True
fastv,mmstar_000509,prospective,mmstar,256,False,True,gray|blur,True,False,False,False,False,,0001,432,True
fastv,mmstar_000509,prospective,mmstar,432,False,True,gray|blur,True,True,True,True,True,,0001,432,True
fastv,mmstar_000511,prospective,mmstar,64,False,True,gray|blur,True,False,False,False,False,,0111,128,True
fastv,mmstar_000511,prospective,mmstar,128,False,True,gray|blur,True,True,True,True,True,,0111,128,True
fastv,mmstar_000511,prospective,mmstar,256,False,True,gray|blur,True,True,True,True,True,,0111,128,True
fastv,mmstar_000511,prospective,mmstar,432,False,True,gray|blur,True,True,True,True,True,,0111,128,True
fastv,mmstar_000512,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000512,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000512,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000512,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000519,prospective,mmstar,64,False,True,gray|blur|irrelevant,False,False,True,False,False,,0111,128,True
fastv,mmstar_000519,prospective,mmstar,128,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_000519,prospective,mmstar,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_000519,prospective,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_000521,prospective,mmstar,64,False,True,gray|irrelevant,False,False,True,False,False,,0001,432,True
fastv,mmstar_000521,prospective,mmstar,128,False,True,gray|irrelevant,False,False,True,False,False,,0001,432,True
fastv,mmstar_000521,prospective,mmstar,256,False,True,gray|irrelevant,False,False,True,False,False,,0001,432,True
fastv,mmstar_000521,prospective,mmstar,432,False,True,gray|irrelevant,True,True,True,True,True,,0001,432,True
fastv,mmstar_000538,prospective,mmstar,64,True,True,gray|irrelevant,False,False,False,False,False,False,0000,full,True
fastv,mmstar_000538,prospective,mmstar,128,True,True,gray|irrelevant,False,False,False,False,False,False,0000,full,True
fastv,mmstar_000538,prospective,mmstar,256,True,True,gray|irrelevant,False,False,False,False,False,False,0000,full,True
fastv,mmstar_000538,prospective,mmstar,432,True,True,gray|irrelevant,False,False,True,False,False,False,0000,full,True
fastv,mmstar_000542,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000542,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000542,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000542,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000553,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000553,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000553,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000553,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000563,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000563,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000563,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000563,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000564,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000564,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000564,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000564,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000567,prospective,mmstar,64,False,True,gray|blur,False,False,True,False,False,,0001,432,True
fastv,mmstar_000567,prospective,mmstar,128,False,True,gray|blur,False,False,False,False,False,,0001,432,True
fastv,mmstar_000567,prospective,mmstar,256,False,True,gray|blur,False,False,True,False,False,,0001,432,True
fastv,mmstar_000567,prospective,mmstar,432,False,True,gray|blur,True,True,True,True,True,,0001,432,True
fastv,mmstar_000572,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000572,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000572,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000572,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000575,prospective,mmstar,64,True,True,blur|irrelevant,False,False,True,False,False,False,0001,432,True
fastv,mmstar_000575,prospective,mmstar,128,True,True,blur|irrelevant,False,False,False,False,False,False,0001,432,True
fastv,mmstar_000575,prospective,mmstar,256,True,True,blur|irrelevant,False,False,True,False,False,False,0001,432,True
fastv,mmstar_000575,prospective,mmstar,432,True,True,blur|irrelevant,True,True,True,True,True,True,0001,432,True
fastv,mmstar_000577,prospective,mmstar,64,False,True,gray,False,True,False,False,False,,0001,432,True
